,date,sales,region
142,2018-03-13,1554.0,east
143,2018-03-13,1515.0,west
144,2018-03-14,1515.0,north
145,2018-03-14,1632.0,south
146,2018-03-14,1512.0,east
147,2018-03-14,1776.0,west
148,2018-03-15,1677.0,north
149,2018-03-15,1503.0,south
150,2018-03-15,1605.0,east
151,2018-03-15,1647.0,west
152,2018-03-16,1506.0,north
153,2018-03-16,1737.0,south
154,2018-03-16,1590.0,east
155,2018-03-16,1767.0,west
156,2018-03-17,1593.0,north
157,2018-03-17,1614.0,south
158,2018-03-17,1710.0,east
159,2018-03-17,1662.0,west
160,2018-03-18,1650.0,north
161,2018-03-18,1755.0,south
162,2018-03-18,1698.0,east
163,2018-03-18,1659.0,west
164,2018-03-19,1683.0,north
165,2018-03-19,1509.0,south
166,2018-03-19,1500.0,east
167,2018-03-19,1545.0,west
168,2018-03-20,1647.0,north
169,2018-03-20,1614.0,south
170,2018-03-20,1629.0,east
171,2018-03-20,1677.0,west
172,2018-03-21,1743.0,north
173,2018-03-21,1569.0,south
174,2018-03-21,1593.0,east
175,2018-03-21,1578.0,west
176,2018-03-22,1578.0,north
177,2018-03-22,1581.0,south
178,2018-03-22,1653.0,east
179,2018-03-22,1578.0,west
180,2018-03-23,1761.0,north
181,2018-03-23,1611.0,south
182,2018-03-23,1749.0,east
183,2018-03-23,1764.0,west
184,2018-03-24,1716.0,north
185,2018-03-24,1710.0,south
186,2018-03-24,1800.0,east
187,2018-03-24,1728.0,west
188,2018-03-25,1743.0,north
189,2018-03-25,1764.0,south
190,2018-03-25,1740.0,east
191,2018-03-25,1707.0,west
192,2018-03-26,1509.0,north
193,2018-03-26,1641.0,south
194,2018-03-26,1533.0,east
195,2018-03-26,1752.0,west
196,2018-03-27,1767.0,north
197,2018-03-27,1590.0,south
198,2018-03-27,1533.0,east
199,2018-03-27,1704.0,west
200,2018-03-28,1671.0,north
201,2018-03-28,1527.0,south
202,2018-03-28,1524.0,east
203,2018-03-28,1629.0,west
204,2018-03-29,1722.0,north
205,2018-03-29,1557.0,south
206,2018-03-29,1686.0,east
207,2018-03-29,1779.0,west
208,2018-03-30,1734.0,north
209,2018-03-30,1776.0,south
210,2018-03-30,1554.0,east
211,2018-03-30,1725.0,west
212,2018-03-31,1617.0,north
213,2018-03-31,1635.0,south
214,2018-03-31,1605.0,east
215,2018-03-31,1785.0,west
216,2018-04-01,1761.0,north
217,2018-04-01,1530.0,south
218,2018-04-01,1710.0,east
219,2018-04-01,1506.0,west
220,2018-04-02,1509.0,north
221,2018-04-02,1797.0,south
222,2018-04-02,1662.0,east
223,2018-04-02,1530.0,west
224,2018-04-03,1767.0,north
225,2018-04-03,1767.0,south
226,2018-04-03,1614.0,east
227,2018-04-03,1533.0,west
228,2018-04-04,1767.0,north
229,2018-04-04,1761.0,south
230,2018-04-04,1566.0,east
231,2018-04-04,1623.0,west
232,2018-04-05,1506.0,north
233,2018-04-05,1512.0,south
234,2018-04-05,1692.0,east
235,2018-04-05,1749.0,west
236,2018-04-06,1701.0,north
237,2018-04-06,1752.0,south
238,2018-04-06,1632.0,east
239,2018-04-06,1515.0,west
240,2018-04-07,1725.0,north
241,2018-04-07,1611.0,south
242,2018-04-07,1788.0,east
243,2018-04-07,1617.0,west
244,2018-04-08,1656.0,north
245,2018-04-08,1674.0,south
246,2018-04-08,1557.0,east
247,2018-04-08,1701.0,west
248,2018-04-09,1686.0,north
249,2018-04-09,1782.0,south
250,2018-04-09,1641.0,east
251,2018-04-09,1557.0,west
252,2018-04-10,1686.0,north
253,2018-04-10,1527.0,south
254,2018-04-10,1698.0,east
255,2018-04-10,1728.0,west
256,2018-04-11,1671.0,north
257,2018-04-11,1527.0,south
258,2018-04-11,1581.0,east
259,2018-04-11,1764.0,west
260,2018-04-12,1653.0,north
261,2018-04-12,1626.0,south
262,2018-04-12,1782.0,east
263,2018-04-12,1749.0,west
264,2018-04-13,1539.0,north
265,2018-04-13,1752.0,south
266,2018-04-13,1674.0,east
267,2018-04-13,1749.0,west
268,2018-04-14,1569.0,north
269,2018-04-14,1794.0,south
270,2018-04-14,1674.0,east
271,2018-04-14,1638.0,west
272,2018-04-15,1515.0,north
273,2018-04-15,1527.0,south
274,2018-04-15,1602.0,east
275,2018-04-15,1653.0,west
276,2018-04-16,1602.0,north
277,2018-04-16,1707.0,south
278,2018-04-16,1548.0,east
279,2018-04-16,1527.0,west
280,2018-04-17,1599.0,north
281,2018-04-17,1728.0,south
282,2018-04-17,1704.0,east
283,2018-04-17,1539.0,west
284,2018-04-18,1545.0,north
285,2018-04-18,1797.0,south
286,2018-04-18,1515.0,east
287,2018-04-18,1719.0,west
288,2018-04-19,1713.0,north
289,2018-04-19,1674.0,south
290,2018-04-19,1767.0,east
291,2018-04-19,1767.0,west
292,2018-04-20,1668.0,north
293,2018-04-20,1620.0,south
294,2018-04-20,1677.0,east
295,2018-04-20,1509.0,west
296,2018-04-21,1683.0,north
297,2018-04-21,1743.0,south
298,2018-04-21,1644.0,east
299,2018-04-21,1578.0,west
300,2018-04-22,1572.0,north
301,2018-04-22,1545.0,south
302,2018-04-22,1557.0,east
303,2018-04-22,1626.0,west
304,2018-04-23,1710.0,north
305,2018-04-23,1659.0,south
306,2018-04-23,1665.0,east
307,2018-04-23,1521.0,west
308,2018-04-24,1503.0,north
309,2018-04-24,1650.0,south
310,2018-04-24,1689.0,east
311,2018-04-24,1743.0,west
312,2018-04-25,1623.0,north
313,2018-04-25,1503.0,south
314,2018-04-25,1758.0,east
315,2018-04-25,1557.0,west
316,2018-04-26,1713.0,north
317,2018-04-26,1734.0,south
318,2018-04-26,1740.0,east
319,2018-04-26,1563.0,west
320,2018-04-27,1716.0,north
321,2018-04-27,1791.0,south
322,2018-04-27,1674.0,east
323,2018-04-27,1716.0,west
324,2018-04-28,1632.0,north
325,2018-04-28,1641.0,south
326,2018-04-28,1584.0,east
327,2018-04-28,1590.0,west
328,2018-04-29,1713.0,north
329,2018-04-29,1593.0,south
330,2018-04-29,1740.0,east
331,2018-04-29,1638.0,west
332,2018-04-30,1653.0,north
333,2018-04-30,1590.0,south
334,2018-04-30,1593.0,east
335,2018-04-30,1602.0,west
336,2018-05-01,1785.0,north
337,2018-05-01,1764.0,south
338,2018-05-01,1506.0,east
339,2018-05-01,1536.0,west
340,2018-05-02,1623.0,north
341,2018-05-02,1674.0,south
342,2018-05-02,1791.0,east
343,2018-05-02,1653.0,west
344,2018-05-03,1785.0,north
345,2018-05-03,1569.0,south
346,2018-05-03,1500.0,east
347,2018-05-03,1770.0,west
348,2018-05-04,1653.0,north
349,2018-05-04,1590.0,south
350,2018-05-04,1671.0,east
351,2018-05-04,1629.0,west
352,2018-05-05,1578.0,north
353,2018-05-05,1665.0,south
354,2018-05-05,1575.0,east
355,2018-05-05,1587.0,west
356,2018-05-06,1674.0,north
357,2018-05-06,1785.0,south
358,2018-05-06,1719.0,east
359,2018-05-06,1617.0,west
360,2018-05-07,1794.0,north
361,2018-05-07,1563.0,south
362,2018-05-07,1728.0,east
363,2018-05-07,1740.0,west
364,2018-05-08,1617.0,north
365,2018-05-08,1650.0,south
366,2018-05-08,1728.0,east
367,2018-05-08,1635.0,west
368,2018-05-09,1584.0,north
369,2018-05-09,1647.0,south
370,2018-05-09,1551.0,east
371,2018-05-09,1512.0,west
372,2018-05-10,1737.0,north
373,2018-05-10,1551.0,south
374,2018-05-10,1515.0,east
375,2018-05-10,1716.0,west
376,2018-05-11,1746.0,north
377,2018-05-11,1677.0,south
378,2018-05-11,1584.0,east
379,2018-05-11,1617.0,west
380,2018-05-12,1743.0,north
381,2018-05-12,1533.0,south
382,2018-05-12,1521.0,east
383,2018-05-12,1578.0,west
384,2018-05-13,1545.0,north
385,2018-05-13,1713.0,south
386,2018-05-13,1665.0,east
387,2018-05-13,1644.0,west
388,2018-05-14,1776.0,north
389,2018-05-14,1560.0,south
390,2018-05-14,1644.0,east
391,2018-05-14,1503.0,west
392,2018-05-15,1800.0,north
393,2018-05-15,1758.0,south
394,2018-05-15,1701.0,east
395,2018-05-15,1671.0,west
396,2018-05-16,1593.0,north
397,2018-05-16,1617.0,south
398,2018-05-16,1626.0,east
399,2018-05-16,1629.0,west
400,2018-05-17,1728.0,north
401,2018-05-17,1506.0,south
402,2018-05-17,1590.0,east
403,2018-05-17,1626.0,west
404,2018-05-18,1782.0,north
405,2018-05-18,1572.0,south
406,2018-05-18,1539.0,east
407,2018-05-18,1509.0,west
408,2018-05-19,1788.0,north
409,2018-05-19,1713.0,south
410,2018-05-19,1626.0,east
411,2018-05-19,1629.0,west
412,2018-05-20,1548.0,north
413,2018-05-20,1716.0,south
414,2018-05-20,1752.0,east
415,2018-05-20,1638.0,west
416,2018-05-21,1575.0,north
417,2018-05-21,1671.0,south
418,2018-05-21,1626.0,east
419,2018-05-21,1572.0,west
420,2018-05-22,1572.0,north
421,2018-05-22,1569.0,south
422,2018-05-22,1581.0,east
423,2018-05-22,1521.0,west
424,2018-05-23,1641.0,north
425,2018-05-23,1692.0,south
426,2018-05-23,1713.0,east
427,2018-05-23,1563.0,west
428,2018-05-24,1524.0,north
429,2018-05-24,1533.0,south
430,2018-05-24,1695.0,east
431,2018-05-24,1533.0,west
432,2018-05-25,1599.0,north
433,2018-05-25,1665.0,south
434,2018-05-25,1713.0,east
435,2018-05-25,1644.0,west
436,2018-05-26,1776.0,north
437,2018-05-26,1530.0,south
438,2018-05-26,1650.0,east
439,2018-05-26,1512.0,west
440,2018-05-27,1629.0,north
441,2018-05-27,1707.0,south
442,2018-05-27,1521.0,east
443,2018-05-27,1761.0,west
444,2018-05-28,1755.0,north
445,2018-05-28,1659.0,south
446,2018-05-28,1800.0,east
447,2018-05-28,1539.0,west
448,2018-05-29,1713.0,north
449,2018-05-29,1752.0,south
450,2018-05-29,1629.0,east
451,2018-05-29,1635.0,west
452,2018-05-30,1674.0,north
453,2018-05-30,1701.0,south
454,2018-05-30,1614.0,east
455,2018-05-30,1794.0,west
456,2018-05-31,1725.0,north
457,2018-05-31,1659.0,south
458,2018-05-31,1536.0,east
459,2018-05-31,1620.0,west
460,2018-06-01,1794.0,north
461,2018-06-01,1623.0,south
462,2018-06-01,1665.0,east
463,2018-06-01,1671.0,west
464,2018-06-02,1752.0,north
465,2018-06-02,1707.0,south
466,2018-06-02,1797.0,east
467,2018-06-02,1668.0,west
468,2018-06-03,1596.0,north
469,2018-06-03,1503.0,south
470,2018-06-03,1578.0,east
471,2018-06-03,1680.0,west
472,2018-06-04,1608.0,north
473,2018-06-04,1683.0,south
474,2018-06-04,1572.0,east
475,2018-06-04,1656.0,west
476,2018-06-05,1713.0,north
477,2018-06-05,1698.0,south
478,2018-06-05,1557.0,east
479,2018-06-05,1782.0,west
480,2018-06-06,1695.0,north
481,2018-06-06,1680.0,south
482,2018-06-06,1761.0,east
483,2018-06-06,1659.0,west
484,2018-06-07,1518.0,north
485,2018-06-07,1572.0,south
486,2018-06-07,1785.0,east
487,2018-06-07,1557.0,west
488,2018-06-08,1719.0,north
489,2018-06-08,1677.0,south
490,2018-06-08,1695.0,east
491,2018-06-08,1602.0,west
492,2018-06-09,1782.0,north
493,2018-06-09,1773.0,south
494,2018-06-09,1656.0,east
495,2018-06-09,1665.0,west
496,2018-06-10,1578.0,north
497,2018-06-10,1641.0,south
498,2018-06-10,1737.0,east
499,2018-06-10,1557.0,west
500,2018-06-11,1788.0,north
501,2018-06-11,1677.0,south
502,2018-06-11,1698.0,east
503,2018-06-11,1728.0,west
504,2018-06-12,1776.0,north
505,2018-06-12,1551.0,south
506,2018-06-12,1548.0,east
507,2018-06-12,1542.0,west
508,2018-06-13,1683.0,north
509,2018-06-13,1683.0,south
510,2018-06-13,1572.0,east
511,2018-06-13,1683.0,west
512,2018-06-14,1761.0,north
513,2018-06-14,1668.0,south
514,2018-06-14,1599.0,east
515,2018-06-14,1593.0,west
516,2018-06-15,1623.0,north
517,2018-06-15,1737.0,south
518,2018-06-15,1593.0,east
519,2018-06-15,1788.0,west
520,2018-06-16,1659.0,north
521,2018-06-16,1641.0,south
522,2018-06-16,1575.0,east
523,2018-06-16,1611.0,west
524,2018-06-17,1599.0,north
525,2018-06-17,1530.0,south
526,2018-06-17,1608.0,east
527,2018-06-17,1626.0,west
528,2018-06-18,1530.0,north
529,2018-06-18,1707.0,south
530,2018-06-18,1611.0,east
531,2018-06-18,1635.0,west
532,2018-06-19,1593.0,north
533,2018-06-19,1749.0,south
534,2018-06-19,1623.0,east
535,2018-06-19,1608.0,west
536,2018-06-20,1665.0,north
537,2018-06-20,1659.0,south
538,2018-06-20,1734.0,east
539,2018-06-20,1557.0,west
540,2018-06-21,1797.0,north
541,2018-06-21,1587.0,south
542,2018-06-21,1557.0,east
543,2018-06-21,1542.0,west
544,2018-06-22,1743.0,north
545,2018-06-22,1797.0,south
546,2018-06-22,1686.0,east
547,2018-06-22,1683.0,west
548,2018-06-23,1791.0,north
549,2018-06-23,1554.0,south
550,2018-06-23,1695.0,east
551,2018-06-23,1566.0,west
552,2018-06-24,1563.0,north
553,2018-06-24,1623.0,south
554,2018-06-24,1530.0,east
555,2018-06-24,1662.0,west
556,2018-06-25,1650.0,north
557,2018-06-25,1602.0,south
558,2018-06-25,1548.0,east
559,2018-06-25,1623.0,west
560,2018-06-26,1728.0,north
561,2018-06-26,1533.0,south
562,2018-06-26,1503.0,east
563,2018-06-26,1629.0,west
564,2018-06-27,1581.0,north
565,2018-06-27,1659.0,south
566,2018-06-27,1707.0,east
567,2018-06-27,1665.0,west
568,2018-06-28,1563.0,north
569,2018-06-28,1638.0,south
570,2018-06-28,1692.0,east
571,2018-06-28,1503.0,west
572,2018-06-29,1686.0,north
573,2018-06-29,1764.0,south
574,2018-06-29,1629.0,east
575,2018-06-29,1779.0,west
576,2018-06-30,1554.0,north
577,2018-06-30,1653.0,south
578,2018-06-30,1515.0,east
579,2018-06-30,1557.0,west
580,2018-07-01,1746.0,north
581,2018-07-01,1671.0,south
582,2018-07-01,1716.0,east
583,2018-07-01,1554.0,west
584,2018-07-02,1695.0,north
585,2018-07-02,1611.0,south
586,2018-07-02,1680.0,east
587,2018-07-02,1671.0,west
588,2018-07-03,1644.0,north
589,2018-07-03,1638.0,south
590,2018-07-03,1623.0,east
591,2018-07-03,1515.0,west
592,2018-07-04,1743.0,north
593,2018-07-04,1587.0,south
594,2018-07-04,1764.0,east
595,2018-07-04,1572.0,west
596,2018-07-05,1752.0,north
597,2018-07-05,1647.0,south
598,2018-07-05,1575.0,east
599,2018-07-05,1500.0,west
600,2018-07-06,1743.0,north
601,2018-07-06,1566.0,south
602,2018-07-06,1758.0,east
603,2018-07-06,1689.0,west
604,2018-07-07,1776.0,north
605,2018-07-07,1770.0,south
606,2018-07-07,1695.0,east
607,2018-07-07,1566.0,west
608,2018-07-08,1623.0,north
609,2018-07-08,1776.0,south
610,2018-07-08,1515.0,east
611,2018-07-08,1761.0,west
612,2018-07-09,1623.0,north
613,2018-07-09,1788.0,south
614,2018-07-09,1542.0,east
615,2018-07-09,1515.0,west
616,2018-07-10,1794.0,north
617,2018-07-10,1794.0,south
618,2018-07-10,1755.0,east
619,2018-07-10,1761.0,west
620,2018-07-11,1605.0,north
621,2018-07-11,1569.0,south
622,2018-07-11,1638.0,east
623,2018-07-11,1677.0,west
624,2018-07-12,1593.0,north
625,2018-07-12,1500.0,south
626,2018-07-12,1539.0,east
627,2018-07-12,1719.0,west
628,2018-07-13,1749.0,north
629,2018-07-13,1596.0,south
630,2018-07-13,1680.0,east
631,2018-07-13,1509.0,west
632,2018-07-14,1500.0,north
633,2018-07-14,1653.0,south
634,2018-07-14,1620.0,east
635,2018-07-14,1575.0,west
636,2018-07-15,1737.0,north
637,2018-07-15,1713.0,south
638,2018-07-15,1698.0,east
639,2018-07-15,1539.0,west
640,2018-07-16,1773.0,north
641,2018-07-16,1707.0,south
642,2018-07-16,1554.0,east
643,2018-07-16,1515.0,west
644,2018-07-17,1551.0,north
645,2018-07-17,1566.0,south
646,2018-07-17,1788.0,east
647,2018-07-17,1614.0,west
648,2018-07-18,1704.0,north
649,2018-07-18,1656.0,south
650,2018-07-18,1530.0,east
651,2018-07-18,1659.0,west
652,2018-07-19,1620.0,north
653,2018-07-19,1725.0,south
654,2018-07-19,1704.0,east
655,2018-07-19,1527.0,west
656,2018-07-20,1731.0,north
657,2018-07-20,1761.0,south
658,2018-07-20,1644.0,east
659,2018-07-20,1653.0,west
660,2018-07-21,1725.0,north
661,2018-07-21,1698.0,south
662,2018-07-21,1662.0,east
663,2018-07-21,1656.0,west
664,2018-07-22,1608.0,north
665,2018-07-22,1773.0,south
666,2018-07-22,1659.0,east
667,2018-07-22,1647.0,west
668,2018-07-23,1638.0,north
669,2018-07-23,1623.0,south
670,2018-07-23,1719.0,east
671,2018-07-23,1629.0,west
672,2018-07-24,1701.0,north
673,2018-07-24,1725.0,south
674,2018-07-24,1752.0,east
675,2018-07-24,1557.0,west
676,2018-07-25,1500.0,north
677,2018-07-25,1707.0,south
678,2018-07-25,1533.0,east
679,2018-07-25,1737.0,west
680,2018-07-26,1605.0,north
681,2018-07-26,1767.0,south
682,2018-07-26,1551.0,east
683,2018-07-26,1521.0,west
684,2018-07-27,1659.0,north
685,2018-07-27,1611.0,south
686,2018-07-27,1695.0,east
687,2018-07-27,1632.0,west
688,2018-07-28,1515.0,north
689,2018-07-28,1584.0,south
690,2018-07-28,1596.0,east
691,2018-07-28,1743.0,west
692,2018-07-29,1791.0,north
693,2018-07-29,1599.0,south
694,2018-07-29,1749.0,east
695,2018-07-29,1755.0,west
696,2018-07-30,1755.0,north
697,2018-07-30,1662.0,south
698,2018-07-30,1509.0,east
699,2018-07-30,1776.0,west
700,2018-07-31,1695.0,north
701,2018-07-31,1707.0,south
702,2018-07-31,1548.0,east
703,2018-07-31,1578.0,west
704,2018-08-01,1563.0,north
705,2018-08-01,1674.0,south
706,2018-08-01,1554.0,east
707,2018-08-01,1665.0,west
708,2018-08-02,1527.0,north
709,2018-08-02,1617.0,south
710,2018-08-02,1548.0,east
711,2018-08-02,1671.0,west
712,2018-08-03,1668.0,north
713,2018-08-03,1671.0,south
714,2018-08-03,1719.0,east
715,2018-08-03,1668.0,west
716,2018-08-04,1536.0,north
717,2018-08-04,1734.0,south
718,2018-08-04,1743.0,east
719,2018-08-04,1776.0,west
720,2018-08-05,1650.0,north
721,2018-08-05,1599.0,south
722,2018-08-05,1614.0,east
723,2018-08-05,1773.0,west
724,2018-08-06,1611.0,north
725,2018-08-06,1605.0,south
726,2018-08-06,1554.0,east
727,2018-08-06,1788.0,west
728,2018-08-07,1566.0,north
729,2018-08-07,1560.0,south
730,2018-08-07,1551.0,east
731,2018-08-07,1626.0,west
732,2018-08-08,1665.0,north
733,2018-08-08,1539.0,south
734,2018-08-08,1506.0,east
735,2018-08-08,1617.0,west
736,2018-08-09,1797.0,north
737,2018-08-09,1794.0,south
738,2018-08-09,1620.0,east
739,2018-08-09,1683.0,west
740,2018-08-10,1620.0,north
741,2018-08-10,1554.0,south
742,2018-08-10,1701.0,east
743,2018-08-10,1785.0,west
744,2018-08-11,1689.0,north
745,2018-08-11,1650.0,south
746,2018-08-11,1533.0,east
747,2018-08-11,1587.0,west
748,2018-08-12,1509.0,north
749,2018-08-12,1743.0,south
750,2018-08-12,1719.0,east
751,2018-08-12,1743.0,west
752,2018-08-13,1701.0,north
753,2018-08-13,1629.0,south
754,2018-08-13,1638.0,east
755,2018-08-13,1611.0,west
756,2018-08-14,1623.0,north
757,2018-08-14,1635.0,south
758,2018-08-14,1716.0,east
759,2018-08-14,1707.0,west
760,2018-08-15,1602.0,north
761,2018-08-15,1542.0,south
762,2018-08-15,1800.0,east
763,2018-08-15,1734.0,west
764,2018-08-16,1788.0,north
765,2018-08-16,1614.0,south
766,2018-08-16,1743.0,east
767,2018-08-16,1770.0,west
768,2018-08-17,1776.0,north
769,2018-08-17,1713.0,south
770,2018-08-17,1623.0,east
771,2018-08-17,1752.0,west
772,2018-08-18,1527.0,north
773,2018-08-18,1776.0,south
774,2018-08-18,1689.0,east
775,2018-08-18,1713.0,west
776,2018-08-19,1509.0,north
777,2018-08-19,1575.0,south
778,2018-08-19,1701.0,east
779,2018-08-19,1575.0,west
780,2018-08-20,1581.0,north
781,2018-08-20,1779.0,south
782,2018-08-20,1662.0,east
783,2018-08-20,1506.0,west
784,2018-08-21,1794.0,north
785,2018-08-21,1659.0,south
786,2018-08-21,1644.0,east
787,2018-08-21,1707.0,west
788,2018-08-22,1704.0,north
789,2018-08-22,1500.0,south
790,2018-08-22,1539.0,east
791,2018-08-22,1800.0,west
792,2018-08-23,1557.0,north
793,2018-08-23,1554.0,south
794,2018-08-23,1788.0,east
795,2018-08-23,1563.0,west
796,2018-08-24,1548.0,north
797,2018-08-24,1560.0,south
798,2018-08-24,1734.0,east
799,2018-08-24,1644.0,west
800,2018-08-25,1629.0,north
801,2018-08-25,1677.0,south
802,2018-08-25,1764.0,east
803,2018-08-25,1515.0,west
804,2018-08-26,1542.0,north
805,2018-08-26,1545.0,south
806,2018-08-26,1668.0,east
807,2018-08-26,1584.0,west
808,2018-08-27,1605.0,north
809,2018-08-27,1740.0,south
810,2018-08-27,1602.0,east
811,2018-08-27,1509.0,west
812,2018-08-28,1566.0,north
813,2018-08-28,1680.0,south
814,2018-08-28,1656.0,east
815,2018-08-28,1722.0,west
816,2018-08-29,1662.0,north
817,2018-08-29,1794.0,south
818,2018-08-29,1734.0,east
819,2018-08-29,1647.0,west
820,2018-08-30,1635.0,north
821,2018-08-30,1743.0,south
822,2018-08-30,1665.0,east
823,2018-08-30,1770.0,west
824,2018-08-31,1749.0,north
825,2018-08-31,1695.0,south
826,2018-08-31,1644.0,east
827,2018-08-31,1602.0,west
828,2018-09-01,1560.0,north
829,2018-09-01,1500.0,south
830,2018-09-01,1719.0,east
831,2018-09-01,1557.0,west
832,2018-09-02,1527.0,north
833,2018-09-02,1653.0,south
834,2018-09-02,1506.0,east
835,2018-09-02,1575.0,west
836,2018-09-03,1749.0,north
837,2018-09-03,1770.0,south
838,2018-09-03,1674.0,east
839,2018-09-03,1650.0,west
840,2018-09-04,1794.0,north
841,2018-09-04,1509.0,south
842,2018-09-04,1785.0,east
843,2018-09-04,1539.0,west
844,2018-09-05,1731.0,north
845,2018-09-05,1617.0,south
846,2018-09-05,1656.0,east
847,2018-09-05,1599.0,west
848,2018-09-06,1713.0,north
849,2018-09-06,1506.0,south
850,2018-09-06,1758.0,east
851,2018-09-06,1650.0,west
852,2018-09-07,1791.0,north
853,2018-09-07,1623.0,south
854,2018-09-07,1776.0,east
855,2018-09-07,1653.0,west
856,2018-09-08,1659.0,north
857,2018-09-08,1755.0,south
858,2018-09-08,1533.0,east
859,2018-09-08,1557.0,west
860,2018-09-09,1527.0,north
861,2018-09-09,1614.0,south
862,2018-09-09,1638.0,east
863,2018-09-09,1704.0,west
864,2018-09-10,1650.0,north
865,2018-09-10,1656.0,south
866,2018-09-10,1782.0,east
867,2018-09-10,1527.0,west
868,2018-09-11,1578.0,north
869,2018-09-11,1767.0,south
870,2018-09-11,1749.0,east
871,2018-09-11,1524.0,west
872,2018-09-12,1719.0,north
873,2018-09-12,1695.0,south
